yelp_id,zomato_id,neighborhood,city,zipcode,stars,review_count,is_open,attributes,categories,hours,cuisines,average_cost_for_two,price_range,user_rating,name,address,latitude,longitude
7vf9ldE1dRYvFvu1kr1bOg,17501571,,Belleville,53508.0,4.5,10,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Fish & Chips', u'Restaurants']",,American,25,2,"OrderedDict([(u'aggregate_rating', u'3.1'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'12')])",Borland's Tavern,119 W Main St,42.8597304,-89.53582885
FDSl04CJhMXhVT5rT7-pjg,17501572,,Belleville,53508.0,4.0,6,1,"[u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BusinessAcceptsCreditCards: False', u'GoodForKids: False', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': True}"", u'RestaurantsDelivery: False', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True']","[u'Restaurants', u'American (Traditional)', u'Nightlife', u'Bars']",,"American, Burger, Bar Food",10,1,"OrderedDict([(u'aggregate_rating', u'2.9'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'7')])",J & M Bar And Grill,127 W Main St,42.8599095,-89.535942
6oI37LjBo9uO2dd_CeniWg,17501577,,Belleville,53508.0,5.0,5,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': True, 'live': False, 'video': False, 'jukebox': True}"", u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True']","[u'Pubs', u'Restaurants', u'Nightlife', u'American (Traditional)', u'Bars']","[u'Monday 11:0-2:0', u'Tuesday 11:0-2:0', u'Wednesday 11:0-2:0', u'Thursday 11:0-2:0', u'Friday 11:0-2:30', u'Saturday 11:0-2:30', u'Sunday 8:30-2:0']","Breakfast, Burger, Bar Food",10,1,"OrderedDict([(u'aggregate_rating', u'3.3'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'25')])",Paoli Pub & Grill,6893 Paoli Rd,42.92920555,-89.5258594
okeUtkqtXlc8fjGuduJubg,17501631,,Cottage Grove,53527.0,3.0,13,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HasTV: True', u'NoiseLevel: average', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']",[u'Restaurants'],,"American, Burger, Bar Food",10,1,"OrderedDict([(u'aggregate_rating', u'3.3'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'56')])",Black Bear Inn,320 W Cottage Grove Rd,43.0863577,-89.20683105
h5ZeHDpJXHkB-Sqa5gKsQw,17501636,,Cottage Grove,53527.0,1.0,4,1,"[u'NoiseLevel: loud', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False']","[u'Restaurants', u'Burgers', u'Fast Food']","[u'Monday 5:0-22:0', u'Tuesday 5:0-22:0', u'Wednesday 5:0-22:0', u'Thursday 5:0-22:0', u'Friday 5:0-23:0', u'Saturday 5:0-23:0', u'Sunday 5:0-22:0']",Fast Food,10,1,"OrderedDict([(u'aggregate_rating', u'2.7'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'8')])",McDonald's,401 W Cottage Grove Rd,43.0870035,-89.208513
Ffd7S8tVzeY_MgsrZtW7kw,17501639,,Cottage Grove,53527.0,2.0,14,1,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u'HasTV: True', u'NoiseLevel: loud', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'Alcohol: beer_and_wine']","[u'Pizza', u'Restaurants']","[u'Monday 11:0-21:0', u'Tuesday 11:0-21:0', u'Wednesday 11:0-21:0', u'Thursday 11:0-21:0', u'Friday 11:0-23:0', u'Saturday 11:0-22:30', u'Sunday 12:0-21:0']","Pizza, Sandwich",10,1,"OrderedDict([(u'aggregate_rating', u'3.3'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'39')])",Papa Jimmy's Pizzeria,224 West Cottage Grove Rd,43.08637325,-89.20401475
NkdpsbNiafCM1ENutFksMg,17501642,,Cottage Grove,53527.0,4.0,8,1,"[u'Alcohol: none', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: True', u'RestaurantsTableService: False', u'WheelchairAccessible: True', u'WiFi: free']","[u'Diners', u'Restaurants', u'Breakfast & Brunch']","[u'Monday 10:0-21:0', u'Tuesday 10:0-21:0', u'Wednesday 10:0-21:0', u'Thursday 10:0-21:0', u'Friday 10:0-21:0', u'Saturday 9:0-21:0', u'Sunday 9:0-21:0']",American,10,1,"OrderedDict([(u'aggregate_rating', u'3.1'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'19')])",Village Cafe,214 W Cottage Grove Rd,43.0864603,-89.2024149
dGJwiltTg81VuCdHl485MA,17501643,,Cottage Grove,53527.0,4.0,10,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Chinese', u'Restaurants']",,Chinese,10,1,"OrderedDict([(u'aggregate_rating', u'3.9'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'88')])",Xiang Jiang,439 W Cottage Grove Rd,43.08672235,-89.20844995
EgbWvXVyExSqcFx9r7fZug,17501644,,Cross Plains,53528.0,3.5,9,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'Fast Food', u'Restaurants', u'Burgers']","[u'Monday 10:0-22:0', u'Tuesday 10:0-22:0', u'Wednesday 10:0-22:0', u'Thursday 10:0-22:0', u'Friday 10:0-22:0', u'Saturday 10:0-22:0', u'Sunday 10:0-22:0']","American, Burger, Fast Food",10,1,"OrderedDict([(u'aggregate_rating', u'3.2'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'20')])",Culver's,2523 Main St,43.111282,-89.64408395
YMQItGEb1tDJuQ5Cl9aD4A,17501651,,Cross Plains,53528.0,4.5,5,0,"[u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'RestaurantsDelivery: False', u'RestaurantsPriceRange2: 1', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Nightlife', u'American (New)', u'Restaurants', u'Bars']",,"American, Burger",10,1,"OrderedDict([(u'aggregate_rating', u'3.2'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'32')])",The Monk's Retreat,1118 Main St,43.114301,-89.659523
Rwi2WrlF69zZ0eReTXF4jA,17501654,,Cross Plains,53528.0,3.5,3,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'CoatCheck: False', u'GoodForDancing: True', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False']","[u'Nightlife', u'Restaurants', u'Bars', u'Sports Bars', u'American (Traditional)']","[u'Monday 11:0-2:0', u'Tuesday 11:0-2:0', u'Wednesday 11:0-2:0', u'Thursday 11:0-2:0', u'Friday 11:0-2:0', u'Saturday 9:0-2:0', u'Sunday 11:0-20:0']","American, Bar Food",0,1,"OrderedDict([(u'aggregate_rating', u'2.8'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'4')])",Red Mouse,3738 County Road P,43.0599159,-89.65545555
zVcQuL6XvUL3Ut1i4vt7_g,17501657,,Cross Plains,53528.0,3.5,3,1,"[u'Alcohol: none', u'BusinessAcceptsCreditCards: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'OutdoorSeating: True', u'RestaurantsDelivery: False', u'RestaurantsTakeOut: True']","[u'Restaurants', u'Fast Food', u'Sandwiches']",,Fast Food,10,1,"OrderedDict([(u'aggregate_rating', u'2.5'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'6')])",Subway,11 Glacier Edge Sq,43.11155395,-89.6430447
OKGfGPx3AJOw6ohrIXM-yg,17501658,,Cross Plains,53528.0,3.5,15,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Restaurants', u'Pizza', u'Italian']",,Pizza,25,2,"OrderedDict([(u'aggregate_rating', u'3.5'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'43')])",Tano's Pizza,1910 Main St,43.11351145,-89.65014755
Z5TMiCHOGC7HtS-3gO-DOA,17501664,,Dane,53529.0,4.5,5,1,"[u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'NoiseLevel: average', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'WiFi: free', u'BusinessAcceptsCreditCards: False', u'Alcohol: full_bar', u'BikeParking: False', u'BusinessAcceptsBitcoin: False', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'DogsAllowed: False', u'HasTV: True', u'OutdoorSeating: False', u'RestaurantsDelivery: False', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True']","[u'American (Traditional)', u'Restaurants']","[u'Wednesday 10:0-23:0', u'Thursday 10:0-23:0', u'Friday 10:0-23:0', u'Saturday 10:0-23:0', u'Sunday 15:0-22:0']",American,0,1,"OrderedDict([(u'aggregate_rating', u'3.0'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'7')])",Whippoorwill/Hawks Nest,7914 State Route 19,43.19153775,-89.5981558
aC9D8lFr5k9pWU0IBdEb0g,17501668,,De Forest,53532.0,3.5,6,1,"[u'BusinessAcceptsCreditCards: True', u'GoodForKids: True', u'HasTV: False', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsGoodForGroups: True', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True']","[u'Chinese', u'Restaurants']","[u'Monday 11:0-22:0', u'Tuesday 11:0-22:0', u'Wednesday 11:0-22:0', u'Thursday 11:0-22:0', u'Friday 11:0-22:30', u'Saturday 11:0-22:30', u'Sunday 16:0-21:0']",Chinese,10,1,"OrderedDict([(u'aggregate_rating', u'3.1'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'21')])",Chang Jiang Chinese Kitchen,631 S Main St,43.24040945,-89.3429923
8u6wAMmTMdJskMGLYo-5Iw,17501671,,DeForest,53532.0,4.5,16,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Fast Food', u'Ice Cream & Frozen Yogurt', u'Restaurants', u'Food']","[u'Monday 10:0-22:0', u'Tuesday 10:0-22:0', u'Wednesday 10:0-22:0', u'Thursday 10:0-22:0', u'Friday 10:0-23:0', u'Saturday 10:0-23:0', u'Sunday 10:0-22:0']","American, Burger",10,1,"OrderedDict([(u'aggregate_rating', u'3.1'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'16')])",Culver's,4910 County Road V,43.2507225,-89.3740915
Lj4QPvC27y4cLa3w9szkGA,17501673,,De Forest,53532.0,3.5,35,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'American (Traditional)', u'Restaurants']","[u'Monday 6:0-21:0', u'Tuesday 6:0-21:0', u'Wednesday 6:0-21:0', u'Thursday 6:0-21:0', u'Friday 6:0-21:0', u'Saturday 6:0-21:0', u'Sunday 6:0-21:0']",American,10,1,"OrderedDict([(u'aggregate_rating', u'3.2'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'22')])",DE Forest Family Restaurant,505 W North St,43.2523911,-89.3532765
MkzaB1merlsrz92EMGQQkw,17501674,,De Forest,53532.0,3.0,11,1,"[u'BusinessAcceptsCreditCards: True', u'GoodForKids: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsTakeOut: True']","[u'Restaurants', u'Pizza', u'Burgers', u'American (New)']","[u'Monday 11:0-2:0', u'Tuesday 11:0-2:0', u'Wednesday 11:0-2:0', u'Thursday 11:0-2:0', u'Friday 11:0-2:30', u'Saturday 11:0-2:30', u'Sunday 11:0-2:0']","American, Burger, Pizza",10,1,"OrderedDict([(u'aggregate_rating', u'3.0'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'27')])",Sunset Grill of Deforest,637 W North St,43.25237885,-89.35815905
DKwhJa-XDp8Co7ouU9h9YA,17501676,,De Forest,53532.0,2.5,3,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BusinessAcceptsCreditCards: True', u'Caters: True', u'GoodForKids: False', u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'RestaurantsGoodForGroups: True', u'BikeParking: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}""]","[u'Restaurants', u'Food', u'Delis', u'Sandwiches', u'Food Delivery Services']","[u'Monday 10:0-20:0', u'Tuesday 10:0-20:0', u'Wednesday 10:0-20:0', u'Thursday 10:0-20:0', u'Friday 10:0-20:0', u'Saturday 11:0-15:0']",Sandwich,10,1,"OrderedDict([(u'aggregate_rating', u'3.1'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'17')])",Jimmy John's,635 S Main St,43.2402847403,-89.3430479603
ewsYllWspvnP8aP0C4ctLQ,17501680,,De Forest,53532.0,2.0,3,1,"[u'DriveThru: True', u'GoodForKids: False', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'Restaurants', u'Fast Food', u'Burgers']",,Fast Food,10,1,"OrderedDict([(u'aggregate_rating', u'2.5'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'10')])",McDonald's,981 W North St,43.249955,-89.3755295
f5QG_TCCkDlQqby22jWPXw,17501682,,De Forest,53532.0,4.0,55,1,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'American (Traditional)', u'Restaurants']",,American,10,1,"OrderedDict([(u'aggregate_rating', u'3.3'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'37')])",Pine Cone Restaurant,6162 US Highway 51,43.183825,-89.32343295
KHZKC-xiTAC8yoxRC_95Tg,17501683,,De Forest,53532.0,4.0,4,1,"[u'BusinessAcceptsCreditCards: True', u'Caters: False', u'GoodForKids: True', u'HasTV: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: False']","[u'Chicken Wings', u'Pizza', u'Italian', u'Restaurants']","[u'Monday 10:30-23:0', u'Tuesday 10:30-23:0', u'Wednesday 10:30-23:0', u'Thursday 10:30-23:0', u'Friday 10:30-0:0', u'Saturday 10:30-0:0', u'Sunday 10:30-22:0']","Fast Food, Pizza",10,1,"OrderedDict([(u'aggregate_rating', u'2.6'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'9')])",Pizza Hut,633 S Main St,43.24038065,-89.343056
XE97VxjZoRxV6IM05grY0g,17501686,,DeForest,53532.0,5.0,10,1,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Chinese', u'Szechuan', u'Restaurants']","[u'Monday 11:0-21:30', u'Tuesday 11:0-21:30', u'Wednesday 11:0-21:30', u'Thursday 11:0-21:30', u'Friday 11:0-21:30', u'Saturday 11:0-21:30', u'Sunday 16:0-21:0']",Chinese,10,1,"OrderedDict([(u'aggregate_rating', u'4.0'), (u'rating_text', u'Very Good'), (u'rating_color', u'5BA829'), (u'votes', u'98')])",Sizzling Hut,404 N Main St,43.2511033,-89.3440181
CpPJ2UKAxDLwj95-HNFPHg,17501765,,Fitchburg,53719.0,4.0,67,1,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BYOB: False', u'BYOBCorkage: yes_free', u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'Corkage: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Food', u'Coffee & Tea', u'Restaurants', u'Beer', u'Wine & Spirits', u'Cafes']","[u'Monday 6:30-21:0', u'Tuesday 6:30-21:0', u'Wednesday 6:30-21:0', u'Thursday 6:30-22:0', u'Friday 6:30-22:0', u'Saturday 6:30-22:0', u'Sunday 7:0-20:0']","Coffee and Tea, Sandwich",10,1,"OrderedDict([(u'aggregate_rating', u'3.6'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'81')])",Barriques Market,"5957 McKee Rd, Ste 5",43.0151355257,-89.4576185096
hlSj3nHeSNHujnagbWXlhg,17501766,,Fitchburg,53711.0,3.5,55,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'DogsAllowed: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Restaurants', u'Italian']","[u'Monday 11:0-22:0', u'Tuesday 11:0-22:0', u'Wednesday 11:0-22:0', u'Thursday 11:0-22:0', u'Friday 11:0-22:0', u'Saturday 11:0-22:0', u'Sunday 11:0-22:0']",Italian,25,2,"OrderedDict([(u'aggregate_rating', u'3.7'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'134')])",Benvenuto's Italian Grill,2949 Triverton Pike Drive,43.01513455,-89.42952075
