yelp_id,zomato_id,neighborhood,city,zipcode,stars,review_count,is_open,attributes,categories,hours,cuisines,average_cost_for_two,price_range,user_rating,name,address,latitude,longitude
3uwz62lHoUqKXDDbwErRfQ,17502107,,Madison,53711.0,3.0,22,1,"[u'Alcohol: beer_and_wine', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'DogsAllowed: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'American (New)', u'Diners', u'Breakfast & Brunch', u'Restaurants', u'American (Traditional)']","[u'Monday 6:0-15:0', u'Tuesday 6:0-15:0', u'Wednesday 6:0-15:0', u'Thursday 6:0-15:0', u'Friday 6:0-21:0', u'Saturday 6:0-15:0', u'Sunday 6:0-15:0']","American, Mediterranean",10,1,"OrderedDict([(u'aggregate_rating', u'3.6'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'68')])",Copper Top Restaurant,5401 W Beltline Hwy,43.0457062116,-89.4738700102
0Rhr6lMMv6SyBgENN6h9Bg,17502110,,Madison,53714.0,4.5,50,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Breakfast & Brunch', u'Restaurants', u'Cafes']","[u'Monday 6:0-14:0', u'Tuesday 6:0-14:0', u'Wednesday 6:0-14:0', u'Thursday 6:0-14:0', u'Friday 6:0-14:0', u'Saturday 6:0-14:0', u'Sunday 6:0-14:0']","American, Breakfast",10,1,"OrderedDict([(u'aggregate_rating', u'3.7'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'67')])",Cottage Cafe,915 Atlas Ave,43.0852273,-89.3068065
jb6yNcKwUDsIQOLYmJCcyA,17502113,Capitol,Madison,53703.0,4.0,4,0,"[u'BusinessAcceptsCreditCards: True', u'Caters: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: False', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: False']","[u'Restaurants', u'Delis', u'Sandwiches', u'Event Planning & Services', u'Fast Food', u'Caterers']","[u'Monday 10:0-17:0', u'Tuesday 10:0-17:0', u'Wednesday 10:0-17:0', u'Thursday 10:0-17:0', u'Friday 10:0-17:0']",Sandwich,10,1,"OrderedDict([(u'aggregate_rating', u'2.8'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'5')])",Cousins Subs,106 S Webster St,43.0454055,-89.40477305
5sV9N8rB3TNBkp1K35WM5w,17502116,Mayfair Park,Madison,53704.0,4.0,4,1,"[u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: False']","[u'Sandwiches', u'Delis', u'Event Planning & Services', u'Caterers', u'Restaurants']","[u'Monday 10:0-21:0', u'Tuesday 10:0-21:0', u'Wednesday 10:0-21:0', u'Thursday 10:0-21:0', u'Friday 10:0-21:0', u'Saturday 10:0-21:0', u'Sunday 10:0-20:0']",Sandwich,10,1,"OrderedDict([(u'aggregate_rating', u'2.9'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'5')])",Cousins Subs,3715 E Washington Ave,43.11742315,-89.3230361
NYxVVeeI-zz2qjPKk6FCwg,17502119,,Madison,53704.0,3.0,30,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"", u'HasTV: False', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no', u'NoiseLevel: average']","[u'American (Traditional)', u'Restaurants', u'Breakfast & Brunch', u'Southern']","[u'Monday 6:0-22:0', u'Tuesday 6:0-22:0', u'Wednesday 6:0-22:0', u'Thursday 6:0-22:0', u'Friday 6:0-23:0', u'Saturday 6:0-23:0', u'Sunday 6:0-22:0']",American,10,1,"OrderedDict([(u'aggregate_rating', u'3.1'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'24')])",Cracker Barrel Old Country Store,2147 E Springs Dr,43.1278982,-89.29456415
fQ1sYWuXtVVOFWhrC9bTrA,17502126,Nobel Park,Madison,53704.0,3.0,10,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Fast Food', u'Food', u'Ice Cream & Frozen Yogurt', u'Restaurants']","[u'Monday 10:30-22:0', u'Tuesday 10:30-22:0', u'Wednesday 10:30-22:0', u'Thursday 10:30-22:0', u'Friday 10:30-22:0', u'Saturday 10:30-22:0', u'Sunday 10:30-22:0']","American, Burger",10,1,"OrderedDict([(u'aggregate_rating', u'3.3'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'33')])",Culver's,1325 Northport Dr,43.1345661,-89.3736777
1GGLx6k4SgM-MykB5TTiJg,17502127,,Madison,53713.0,4.0,38,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Burgers', u'Fast Food', u'Restaurants', u'Food', u'Ice Cream & Frozen Yogurt']","[u'Monday 10:0-0:0', u'Tuesday 10:0-0:0', u'Wednesday 10:0-0:0', u'Thursday 10:0-0:0', u'Friday 10:0-0:0', u'Saturday 10:0-0:0', u'Sunday 10:0-0:0']","American, Burger",10,1,"OrderedDict([(u'aggregate_rating', u'3.6'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'66')])",Culver's,2102 W Beltline Hwy,43.0357148,-89.4150693
ibVJ52iBKcheyLNOPGU8jg,17502128,,Madison,53704.0,3.0,18,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u'Caters: False', u'DriveThru: True', u'GoodForKids: True', u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: free', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}""]","[u'Ice Cream & Frozen Yogurt', u'Food', u'Fast Food', u'Restaurants']","[u'Monday 10:0-22:0', u'Tuesday 10:0-22:0', u'Wednesday 10:0-22:0', u'Thursday 10:0-23:0', u'Friday 10:0-23:0', u'Saturday 10:0-23:0', u'Sunday 10:0-22:0']","American, Burger",10,1,"OrderedDict([(u'aggregate_rating', u'3.4'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'43')])",Culver's,4301 E Towne Blvd,43.12532975,-89.3085207
lJDnML8EVAc_muLXhN32Yw,17502131,,Madison,53715.0,4.0,51,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: False', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Diners', u'Restaurants']","[u'Monday 6:0-13:0', u'Tuesday 6:0-13:0', u'Wednesday 6:0-13:0', u'Thursday 6:0-13:0', u'Friday 6:0-13:0', u'Saturday 6:0-13:0', u'Sunday 6:0-13:0']","American, Breakfast, Diner",10,1,"OrderedDict([(u'aggregate_rating', u'3.6'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'60')])",The Curve,653 S Park St,43.06021025,-89.4003985
gtHH0BgHFSXc-Z1seIWJ1g,17502137,Oakbridge Community,Madison,53717.0,4.0,4,1,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'DriveThru: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTakeOut: True']","[u'Restaurants', u'Ice Cream & Frozen Yogurt', u'Fast Food', u'Food']","[u'Monday 11:0-21:0', u'Tuesday 11:0-21:0', u'Wednesday 11:0-21:0', u'Thursday 11:0-21:0', u'Friday 11:0-22:0', u'Saturday 11:0-22:0', u'Sunday 11:30-21:0']","Fast Food, Ice Cream",10,1,"OrderedDict([(u'aggregate_rating', u'3.0'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'11')])",Dairy Queen,7860 Mineral Point Rd,43.06092865,-89.51869005
dC2yhxxVUSmjW1Db7IaKWQ,17502138,Eastmorland,Madison,53716.0,3.0,18,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsCounterService: True', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'American (New)', u'Restaurants']",,"Breakfast, Diner",10,1,"OrderedDict([(u'aggregate_rating', u'3.6'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'47')])",Dairyland Family Restaurant,716 Cottage Grove Rd,43.0841605,-89.314095
h_UvnQfe1cuVICly_kIqHg,17502149,Capitol,Madison,53703.0,3.5,91,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: dressy', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 3', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Restaurants', u'Steakhouses', u'Seafood']","[u'Monday 16:30-21:0', u'Tuesday 16:30-21:0', u'Wednesday 16:30-21:0', u'Thursday 16:30-21:0', u'Friday 16:30-22:0', u'Saturday 16:30-22:0', u'Sunday 16:30-21:0']","Seafood, Steak",70,4,"OrderedDict([(u'aggregate_rating', u'3.6'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'178')])",Johnny Delmonico's Steakhouse,130 S Pinckney St,43.0741922201,-89.3815825435
5XSmSsHpQI5hvB90URhJtQ,17502150,Mayfair Park,Madison,53704.0,2.5,14,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'DriveThru: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True']","[u'Diners', u'American (Traditional)', u'Breakfast & Brunch', u'Burgers', u'Restaurants', u'Fast Food']","[u'Monday 0:0-0:0', u'Tuesday 0:0-0:0', u'Wednesday 0:0-0:0', u'Thursday 0:0-0:0', u'Friday 0:0-0:0', u'Saturday 0:0-0:0', u'Sunday 0:0-0:0']","American, Diner",10,1,"OrderedDict([(u'aggregate_rating', u'2.8'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'29')])",Denny's,1798 Thierer Rd,43.1232774941,-89.3143087026
Y5Vbtaj_pkrhb99V4Q-53Q,17502151,,Madison,53719.0,3.0,16,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Diners', u'American (Traditional)', u'Restaurants', u'Breakfast & Brunch']","[u'Monday 0:0-0:0', u'Tuesday 0:0-0:0', u'Wednesday 0:0-0:0', u'Thursday 0:0-0:0', u'Friday 0:0-0:0', u'Saturday 0:0-0:0', u'Sunday 0:0-0:0']","American, Diner",10,1,"OrderedDict([(u'aggregate_rating', u'2.5'), (u'rating_text', u'Average'), (u'rating_color', u'FFBA00'), (u'votes', u'21')])",Denny's,433 S Gammon Rd,43.0583215786,-89.5023682046
LZ_R2OLgZQSQMMzlp8uUOA,17502158,Capitol,Madison,53703.0,4.0,373,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BYOB: False', u'BYOBCorkage: no', u""BestNights: {'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'CoatCheck: False', u'DriveThru: False', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: no', u'WheelchairAccessible: True', u'WiFi: no']","[u'Restaurants', u'Vegan', u'Vegetarian', u'Burgers', u'Pubs', u'Bars', u'Nightlife']","[u'Monday 11:0-22:0', u'Tuesday 9:0-22:0', u'Wednesday 11:0-23:0', u'Thursday 11:0-23:0', u'Friday 11:0-23:0', u'Saturday 11:0-23:0', u'Sunday 11:0-22:0']","American, Burger",10,1,"OrderedDict([(u'aggregate_rating', u'4.3'), (u'rating_text', u'Very Good'), (u'rating_color', u'5BA829'), (u'votes', u'732')])",Dotty Dumpling's Dowry,317 N Frances St,43.07250955,-89.3955805
vn5f16PcHU-feucWgK7r1g,17502161,Greenbush,Madison,53715.0,3.0,80,1,"[u'Alcohol: full_bar', u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsCounterService: True', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""]","[u'Japanese', u'Restaurants']","[u'Monday 10:30-1:30', u'Tuesday 10:30-1:30', u'Wednesday 10:30-1:30', u'Thursday 10:30-1:30', u'Friday 10:30-1:30', u'Saturday 10:30-1:30', u'Sunday 11:0-1:30']","Japanese, Sushi",25,2,"OrderedDict([(u'aggregate_rating', u'3.7'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'143')])",Edo Japanese Restaurant,532 S Park St,43.06138105,-89.4010553
YnysIH0yvgMLtlsBdOSecw,17503782,Greenbush,Madison,53715.0,3.0,6,1,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Restaurants', u'Sushi Bars', u'Japanese']",,"Japanese, Seafood, Sushi",10,1,"OrderedDict([(u'aggregate_rating', u'0'), (u'rating_text', u'Not rated'), (u'rating_color', u'CBCBC8'), (u'votes', u'1')])",Asahi Japanese Restaurant,536 S Park St,43.0613306,-89.4009413
lMeWUHAkBUXwcuX1tGTdtw,17502162,Ridgewood,Madison,53704.0,3.5,17,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u'Caters: False', u'CoatCheck: False', u'DriveThru: False', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: loud', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: outdoor', u'WiFi: no', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'OutdoorSeating: True', u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}""]","[u'Bars', u'Restaurants', u'Nightlife', u'Burgers', u'Dive Bars']","[u'Monday 15:0-2:0', u'Tuesday 11:0-2:0', u'Wednesday 11:0-2:0', u'Thursday 11:0-2:0', u'Friday 11:0-2:30', u'Saturday 11:0-2:30', u'Sunday 8:0-2:0']","American, Bar Food",10,1,"OrderedDict([(u'aggregate_rating', u'3.3'), (u'rating_text', u'Average'), (u'rating_color', u'CDD614'), (u'votes', u'37')])",Eagle Crest Bar,3710 County Road T,43.1069138756,-89.2835723054
k9wv5-0u8q4S75MIaTX6aA,17502164,Capitol,Madison,53703.0,4.0,74,1,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'CoatCheck: False', u'GoodForDancing: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}"", u'NoiseLevel: loud', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: outdoor', u'WheelchairAccessible: True', u'WiFi: free']","[u'Pizza', u'Restaurants', u'Nightlife', u'American (Traditional)', u'Sports Bars', u'Dive Bars', u'Bars']","[u'Monday 9:0-2:0', u'Tuesday 9:0-2:0', u'Wednesday 9:0-2:0', u'Thursday 9:0-2:0', u'Friday 9:0-2:30', u'Saturday 9:0-2:30', u'Sunday 9:0-2:0']","Pizza, Sandwich",10,1,"OrderedDict([(u'aggregate_rating', u'3.6'), (u'rating_text', u'Good'), (u'rating_color', u'9ACD32'), (u'votes', u'51')])",Echo Tap & Grill,554 W Main St,43.0684514,-89.3910548
